gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,Yes,No,72,Yes,Fiber optic,One year,No,Credit card (automatic),105,7578.05,0
Female,1,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,0
Male,0,Yes,Yes,22,Yes,No,One year,No,Mailed check,19.95,433.5,0
Female,0,No,No,61,Yes,Fiber optic,Two year,Yes,Electronic check,106.6,6428.4,1
Male,0,Yes,No,59,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.75,6252.9,1
Male,1,Yes,No,21,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,0
Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.45,240.45,1
Male,1,No,No,21,Yes,No,One year,No,Bank transfer (automatic),20.5,429.55,0
Male,0,No,No,20,Yes,No,Month-to-month,Yes,Credit card (automatic),19.6,356.15,0
Male,0,Yes,Yes,22,Yes,No,One year,No,Bank transfer (automatic),20.25,488.25,0
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,55.7,55.7,1
Female,0,No,No,63,Yes,No,Two year,Yes,Mailed check,20.6,1298.7,0
Male,0,No,No,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.8,973.45,1
Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),116.4,8543.25,0
Male,0,Yes,No,61,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),94.15,5731.85,0
Male,0,No,No,1,Yes,No,Month-to-month,No,Electronic check,20.65,20.65,0
Female,1,Yes,No,56,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,0
Female,0,No,No,4,Yes,No,Month-to-month,No,Mailed check,20.15,84.5,0
Female,0,Yes,No,18,No,DSL,Month-to-month,Yes,Electronic check,39.05,669.85,1
Female,1,No,No,49,Yes,Fiber optic,One year,No,Bank transfer (automatic),103,5166.2,0
Female,0,Yes,Yes,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.15,3532.85,0
Male,0,Yes,No,70,Yes,DSL,Two year,Yes,Credit card (automatic),74.8,5315.8,0
Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.85,69.85,1
Female,0,No,No,41,Yes,No,Month-to-month,No,Electronic check,20.45,775.6,0
Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,53.55,53.55,1
Male,0,No,No,51,Yes,No,One year,No,Electronic check,19.1,1007.8,0
Female,0,Yes,Yes,70,Yes,Fiber optic,Two year,No,Bank transfer (automatic),93.9,6579.05,1
Male,0,Yes,Yes,68,Yes,Fiber optic,Two year,Yes,Electronic check,113.15,7856,1
Female,0,No,No,48,Yes,No,Two year,No,Credit card (automatic),24,1183.05,0
Female,1,Yes,No,26,Yes,Fiber optic,Month-to-month,No,Electronic check,84.95,2169.75,1
Female,0,No,No,27,Yes,No,One year,No,Mailed check,19.15,501.35,0
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,49.65,49.65,1
Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.45,370.65,1
Male,0,No,No,13,Yes,No,Two year,No,Mailed check,19.75,265.75,0
Female,0,No,No,2,Yes,No,Month-to-month,No,Mailed check,19.4,61.05,0
Female,0,No,No,65,Yes,No,Two year,No,Bank transfer (automatic),26.5,1698.55,0
Male,1,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,1
Male,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,1
Male,0,No,No,6,Yes,DSL,Two year,Yes,Mailed check,80.25,493.4,0
Male,0,No,No,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.8,1207,0
Male,0,Yes,Yes,10,Yes,DSL,Month-to-month,No,Mailed check,60.2,563.5,0
Male,0,No,Yes,15,Yes,DSL,One year,No,Credit card (automatic),55.2,864.55,0
Female,1,No,No,40,No,DSL,Month-to-month,Yes,Electronic check,55.8,2109.35,1
Female,0,Yes,Yes,13,Yes,DSL,One year,No,Bank transfer (automatic),54.15,701.05,0
Female,0,No,No,45,Yes,DSL,One year,Yes,Credit card (automatic),62.55,2796.45,0
Female,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),70.45,5165.7,0
Male,0,Yes,Yes,68,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),85.5,5696.6,0
Male,0,No,No,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1
Female,0,Yes,Yes,38,Yes,DSL,Month-to-month,No,Electronic check,54.5,2076.05,0
Male,0,No,No,11,Yes,No,Month-to-month,No,Mailed check,20.35,215.25,0
Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.8,7470.1,0
Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.75,229.5,1
Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.85,485.25,0
Female,0,No,No,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.65,1244.5,1
Male,1,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.05,20.05,1
Female,0,No,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,103.45,3994.45,1
Female,0,Yes,Yes,1,Yes,No,Month-to-month,Yes,Electronic check,19.9,19.9,1
Female,0,Yes,No,22,Yes,DSL,Month-to-month,Yes,Mailed check,54.7,1178.75,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,79.6,79.6,1
Male,0,No,Yes,39,Yes,No,One year,No,Bank transfer (automatic),25.45,958.45,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.9,75.9,1
Male,0,Yes,No,64,Yes,DSL,One year,Yes,Credit card (automatic),66.15,4392.5,0
Male,0,No,Yes,1,Yes,No,Month-to-month,No,Mailed check,19.25,19.25,1
Male,0,Yes,Yes,39,Yes,DSL,One year,No,Electronic check,59.8,2343.85,0
Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.3,3588.4,1
Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,48.6,48.6,0
Male,0,No,No,65,Yes,No,Two year,Yes,Bank transfer (automatic),25.1,1725,0
Male,0,No,No,63,Yes,DSL,Two year,Yes,Bank transfer (automatic),71.9,4479.2,0
Female,0,No,Yes,44,Yes,DSL,One year,Yes,Mailed check,77.55,3471.1,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.25,70.25,1
Female,0,Yes,Yes,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.25,3314.15,0
Female,1,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),84.6,865.55,1
Male,0,Yes,No,35,No,DSL,One year,No,Credit card (automatic),53.15,1930.9,0
Female,0,Yes,Yes,64,No,DSL,Two year,No,Electronic check,49.85,3210.35,0
Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.6,207.4,0
Male,0,Yes,Yes,1,Yes,No,Month-to-month,No,Electronic check,19.75,19.75,0
Female,0,No,Yes,1,Yes,DSL,Month-to-month,Yes,Electronic check,60,60,1
Female,1,Yes,No,34,Yes,DSL,One year,No,Bank transfer (automatic),64.2,2106.3,0
Male,0,Yes,Yes,45,Yes,No,Two year,No,Electronic check,19.2,903.7,0
Male,1,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,1
Male,0,No,No,43,Yes,Fiber optic,One year,Yes,Credit card (automatic),90.65,3882.3,0
Male,0,No,No,4,Yes,No,One year,No,Mailed check,19.95,68.2,0
Female,0,Yes,No,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),80.45,5737.6,0
Male,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,No,Electronic check,104.4,2157.95,1
Female,0,Yes,Yes,15,Yes,DSL,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,0
Male,1,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,1
Female,0,Yes,No,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.85,1564.4,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.7,75.7,1
Female,0,No,No,2,Yes,DSL,Month-to-month,No,Electronic check,45.55,84.4,0
Female,1,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.1,864.85,0
Female,0,No,No,12,Yes,No,One year,No,Mailed check,19.3,228.75,0
Female,0,Yes,No,70,Yes,Fiber optic,Two year,Yes,Electronic check,110.5,7752.05,0
Female,1,Yes,No,20,Yes,Fiber optic,Month-to-month,No,Electronic check,90.8,1951,1
Female,0,No,No,23,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,0
Male,1,No,No,49,Yes,DSL,Two year,No,Credit card (automatic),81.35,4060.9,0
Female,0,Yes,Yes,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,97.95,384.5,1
Male,1,Yes,No,69,No,DSL,Two year,No,Credit card (automatic),56.55,3952.65,0
Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.5,463.05,1
Female,0,Yes,Yes,24,Yes,No,Two year,Yes,Mailed check,19.7,494.05,0
Female,0,No,No,32,Yes,Fiber optic,One year,Yes,Credit card (automatic),104.05,3416.85,0
Female,0,No,No,27,Yes,DSL,Two year,No,Bank transfer (automatic),52.85,1498.65,0
Male,0,No,No,58,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,71.35,71.35,1
Female,0,Yes,Yes,70,Yes,Fiber optic,Two year,Yes,Electronic check,110.2,7689.8,0
Female,0,No,No,13,Yes,Fiber optic,Month-to-month,No,Electronic check,89.4,1132.35,1
Female,0,No,No,10,Yes,No,Month-to-month,Yes,Mailed check,19.9,199.45,0
Female,0,Yes,Yes,71,Yes,No,Two year,No,Bank transfer (automatic),19.85,1326.35,0
Male,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Mailed check,89.4,6376.55,0
Male,0,Yes,Yes,69,No,DSL,Two year,No,Mailed check,39.1,2779.5,0
Male,0,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.95,1931.75,1
Female,1,No,No,38,Yes,No,Two year,No,Mailed check,20.2,735.9,0
Female,0,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,0
Female,1,No,No,59,Yes,Fiber optic,One year,Yes,Electronic check,99.5,5890,0
Male,0,Yes,Yes,69,Yes,No,Two year,Yes,Bank transfer (automatic),26,1796.55,0
Male,0,No,No,2,Yes,No,Month-to-month,Yes,Credit card (automatic),19.9,33.7,0
Male,1,Yes,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.5,1392.25,0
Female,0,No,No,53,Yes,No,Two year,No,Credit card (automatic),19.85,1049.6,0
Female,1,Yes,No,28,Yes,No,Month-to-month,No,Mailed check,25.7,734.6,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.15,70.15,1
Male,1,Yes,No,30,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,0
Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.25,229.7,0
Male,1,No,No,57,Yes,Fiber optic,Two year,No,Electronic check,93.75,5625.55,0
Female,0,Yes,Yes,71,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),109,7661.8,0
Female,0,Yes,No,37,Yes,DSL,One year,No,Credit card (automatic),68.1,2479.25,0
Male,0,Yes,Yes,58,Yes,Fiber optic,Two year,No,Bank transfer (automatic),82.5,4828.05,0
Male,0,Yes,No,72,Yes,DSL,Two year,No,Mailed check,68.15,4808.7,0
Female,0,No,No,1,Yes,No,Month-to-month,No,Credit card (automatic),20.3,20.3,0
Male,0,Yes,Yes,53,Yes,No,One year,No,Credit card (automatic),20.2,1068.15,0
Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.3,89.3,1
Female,0,Yes,No,18,Yes,Fiber optic,Month-to-month,No,Electronic check,74.8,1438.05,0
Male,0,Yes,Yes,46,Yes,No,Two year,Yes,Mailed check,20.2,917.45,0
Female,0,No,No,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.55,3078.1,1
Female,0,Yes,Yes,40,No,DSL,Month-to-month,Yes,Electronic check,50.85,2036.55,0
Male,0,No,No,14,Yes,DSL,Month-to-month,Yes,Credit card (automatic),55.5,767.55,0
Male,0,No,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.4,4040.65,0
Female,0,Yes,Yes,47,No,DSL,Two year,Yes,Credit card (automatic),60,2768.65,0
Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.2,474.8,1
Female,0,No,No,13,No,DSL,Month-to-month,Yes,Electronic check,35.1,446.1,1
Male,1,Yes,No,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.55,2425.4,0
Female,0,No,No,42,Yes,DSL,Month-to-month,Yes,Electronic check,49.55,2077.95,0
Female,0,Yes,Yes,71,Yes,No,Two year,No,Credit card (automatic),23.9,1663.5,0
Male,1,Yes,No,19,Yes,DSL,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,0
Male,0,No,No,57,Yes,No,Two year,No,Credit card (automatic),18.8,1094.35,0
Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Mailed check,85.95,514.6,0
Female,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.45,1451.6,1
Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71,71,1
Male,1,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.05,746.5,1
Male,0,No,Yes,1,Yes,DSL,Month-to-month,Yes,Electronic check,44.4,44.4,1
Male,0,No,No,65,Yes,Fiber optic,Two year,No,Credit card (automatic),105.1,6631.85,0
Female,0,Yes,Yes,70,Yes,Fiber optic,Two year,Yes,Credit card (automatic),115.15,8250,0
Female,0,Yes,No,69,Yes,No,One year,Yes,Electronic check,26.3,1763.55,0
Female,0,No,No,22,Yes,No,Month-to-month,Yes,Mailed check,20.05,470.2,0
Male,1,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.3,70.3,1
Female,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,1
Female,0,Yes,Yes,72,Yes,No,Two year,No,Bank transfer (automatic),24.45,1709.1,0
Male,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.45,1470.95,1
Female,0,Yes,Yes,30,Yes,No,Two year,No,Mailed check,19.3,602.9,0
Male,0,No,No,6,Yes,No,One year,No,Mailed check,19.15,124.4,0
Female,0,No,No,2,No,DSL,Month-to-month,No,Electronic check,51.4,96.8,0
Male,0,Yes,Yes,53,Yes,DSL,Month-to-month,No,Electronic check,71.85,3827.9,0
Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.4,533.05,0
Female,0,No,No,13,Yes,DSL,Month-to-month,Yes,Electronic check,78.75,995.35,0
Male,1,Yes,No,35,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),81.6,2815.25,0
Female,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,76.1,257.6,0
Male,0,Yes,No,63,Yes,No,Two year,Yes,Bank transfer (automatic),19.95,1234.8,0
Male,1,Yes,No,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.1,1474.75,1
Male,0,Yes,No,62,Yes,Fiber optic,One year,No,Electronic check,96.1,6001.45,0
Female,0,No,No,55,Yes,DSL,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,0
Female,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,No,Electronic check,88.25,1460.65,1
Female,0,No,No,61,Yes,No,One year,No,Bank transfer (automatic),19.45,1336.35,0
Female,0,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,97.35,2119.5,1
Female,0,Yes,No,3,Yes,No,Month-to-month,No,Mailed check,20.85,72,0
Male,0,No,No,3,Yes,No,Month-to-month,Yes,Mailed check,19.65,68.35,0
Male,1,Yes,No,44,Yes,No,Two year,Yes,Credit card (automatic),19.35,847.25,0
Female,0,Yes,Yes,44,Yes,Fiber optic,One year,No,Electronic check,94.4,4295.35,0
Male,0,Yes,Yes,5,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.9,135,1
Male,0,No,No,24,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,1
Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.4,1380.4,0
Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86,86,1
Female,0,No,No,53,Yes,Fiber optic,One year,Yes,Credit card (automatic),106.95,5785.5,1
Male,0,No,No,3,Yes,No,One year,No,Mailed check,21.2,52.05,0
Female,0,Yes,Yes,14,Yes,No,Two year,Yes,Mailed check,19.7,263.65,0
Male,0,No,Yes,17,Yes,DSL,Month-to-month,Yes,Mailed check,50.3,846.8,0
Female,0,Yes,Yes,39,Yes,DSL,Month-to-month,Yes,Mailed check,59.85,2341.5,0
Male,1,Yes,No,71,Yes,No,Two year,No,Credit card (automatic),25.45,1789.65,0
Female,0,Yes,Yes,33,Yes,No,One year,No,Credit card (automatic),24.15,800.3,0
Male,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,No,Electronic check,84.5,4254.85,1
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85,85,0
Female,0,No,No,52,Yes,Fiber optic,One year,Yes,Mailed check,80.2,4297.6,0
Male,0,No,No,6,Yes,DSL,Month-to-month,No,Mailed check,60.9,414.1,0
Male,0,No,No,69,Yes,No,Two year,Yes,Mailed check,19.1,1268.85,0
Male,0,No,No,4,Yes,No,Month-to-month,Yes,Mailed check,19.95,59.25,0
Male,0,Yes,Yes,59,Yes,No,Two year,No,Mailed check,19.5,1147.85,0
Male,0,No,No,67,Yes,DSL,Two year,No,Bank transfer (automatic),65.55,4361.55,0
Female,1,No,No,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.8,2006.1,0
Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),105.25,7609.75,0
Male,1,Yes,No,62,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.1,5618.3,0
Female,0,No,No,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),84.7,6185.15,0
Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.45,498.1,1
Male,1,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105,294.45,1
Male,1,No,No,13,Yes,DSL,Month-to-month,Yes,Electronic check,59.9,788.35,0
Female,1,Yes,No,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84,613.4,1
Male,1,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,108.9,3625.2,0
Male,0,No,No,18,No,DSL,Month-to-month,No,Mailed check,33.6,550.35,0
Female,0,No,No,36,No,DSL,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.85,84.85,1
Male,0,No,No,12,Yes,DSL,Month-to-month,No,Mailed check,56.65,654.85,1
Female,1,Yes,Yes,57,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,0
Female,0,No,No,42,Yes,DSL,One year,No,Credit card (automatic),73.9,3160.55,1
Female,0,No,No,68,No,DSL,Month-to-month,No,Electronic check,44.95,3085.35,0
Female,0,No,Yes,4,Yes,No,Month-to-month,Yes,Mailed check,25.45,84.2,0
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,50.7,50.7,0
Male,0,Yes,Yes,72,Yes,DSL,Two year,No,Bank transfer (automatic),68.4,4855.35,0
Male,1,Yes,No,18,Yes,Fiber optic,Month-to-month,No,Electronic check,78.55,1422.65,1
Female,1,No,No,62,Yes,Fiber optic,One year,No,Electronic check,84.45,4959.15,0
Male,0,Yes,No,16,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,0
Male,0,Yes,Yes,22,Yes,DSL,One year,Yes,Mailed check,78.65,1663.75,0
Male,0,Yes,Yes,66,Yes,No,Two year,No,Credit card (automatic),20,1374.2,0
Female,1,No,No,15,Yes,DSL,Month-to-month,No,Credit card (automatic),55,757.1,1
Male,0,No,No,64,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.4,6692.65,0
Male,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.75,608.8,1
Female,0,No,No,17,Yes,DSL,One year,No,Credit card (automatic),79.85,1387.35,0
Female,0,Yes,Yes,38,Yes,No,Two year,Yes,Mailed check,20.2,746.05,0
Female,0,No,No,22,No,DSL,Month-to-month,Yes,Electronic check,50.35,1098.85,0
Male,1,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),79.15,827.7,0
Female,0,Yes,Yes,1,Yes,No,Two year,No,Mailed check,20.35,20.35,0
Male,0,Yes,Yes,12,Yes,No,Two year,No,Bank transfer (automatic),21.05,262.05,0
Male,1,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.6,279.55,1
Male,0,No,Yes,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.7,3512.5,0
Male,0,No,No,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.25,1483.25,1
Male,0,Yes,Yes,65,Yes,DSL,One year,No,Credit card (automatic),72.45,4653.85,1
Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Electronic check,74.95,151.75,0
Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.2,4400.75,1
Male,0,No,No,62,Yes,No,Two year,No,Bank transfer (automatic),19.85,1253.65,0
Male,0,Yes,No,48,Yes,No,Two year,Yes,Mailed check,20.05,1036,0
Male,0,No,Yes,52,Yes,No,One year,No,Credit card (automatic),19.65,928.4,0
Female,0,No,No,1,No,DSL,Month-to-month,Yes,Mailed check,24.9,24.9,0
Female,0,Yes,No,71,Yes,DSL,Two year,No,Credit card (automatic),93.2,6506.15,0
Male,1,No,No,60,Yes,DSL,One year,Yes,Electronic check,71.75,4374.55,0
Male,0,Yes,Yes,23,No,DSL,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,0
Male,0,Yes,Yes,15,Yes,No,One year,Yes,Mailed check,19.5,239.75,0
Male,0,Yes,Yes,24,Yes,No,Two year,No,Mailed check,24.2,609.05,0
Female,0,Yes,Yes,37,Yes,No,Month-to-month,No,Electronic check,19.35,683.75,0
Female,0,No,No,54,Yes,Fiber optic,One year,Yes,Credit card (automatic),94.1,5060.9,0
Male,0,No,No,33,Yes,No,Two year,No,Mailed check,20.35,689.75,0
Female,0,Yes,Yes,34,No,DSL,One year,No,Mailed check,61.25,1993.2,0
Female,0,No,No,20,Yes,No,Month-to-month,Yes,Credit card (automatic),18.9,347.65,0
Female,1,No,No,51,Yes,No,Two year,No,Credit card (automatic),19.6,967.9,0
Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1
Female,0,No,Yes,41,Yes,DSL,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,0
Female,0,No,No,13,Yes,No,Month-to-month,No,Credit card (automatic),19.45,232.1,0
Male,0,Yes,Yes,35,Yes,No,Two year,No,Bank transfer (automatic),25.45,809.25,0
Male,0,Yes,No,12,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.85,866.45,1
Female,0,No,No,43,No,DSL,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,1
Female,1,Yes,Yes,12,No,DSL,Month-to-month,Yes,Mailed check,29.3,355.9,0
Male,1,No,No,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.95,2291.2,1
Female,0,No,No,7,Yes,No,One year,No,Mailed check,20.25,129.15,0
Male,1,No,No,63,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,0
Female,0,Yes,Yes,70,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.2,7723.9,1
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Mailed check,70.75,70.75,1
Female,1,Yes,No,37,Yes,No,One year,No,Mailed check,19.6,727.8,0
Male,0,No,No,3,No,DSL,Month-to-month,Yes,Mailed check,40.15,130.75,1
Female,0,No,Yes,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.6,893,0
Female,0,Yes,Yes,38,Yes,No,One year,No,Credit card (automatic),19.6,763.1,0
Female,0,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0
Male,0,Yes,No,13,Yes,DSL,Month-to-month,Yes,Electronic check,65.85,902.25,0
Male,1,Yes,No,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.45,2653.65,1
Male,0,No,No,16,Yes,No,Month-to-month,No,Mailed check,20,275.7,0
Female,0,Yes,Yes,41,Yes,DSL,Two year,No,Electronic check,78.45,3126.45,0
Female,0,Yes,Yes,36,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1
Female,0,No,No,6,Yes,DSL,Month-to-month,Yes,Electronic check,55,340.4,0
Female,0,No,No,58,Yes,DSL,One year,Yes,Credit card (automatic),71.1,4299.2,0
Male,0,Yes,No,11,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0
Female,0,No,No,39,No,DSL,One year,Yes,Bank transfer (automatic),40.3,1630.4,0
Female,1,No,No,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.1,713.6,0
Female,0,No,Yes,26,Yes,DSL,Month-to-month,Yes,Mailed check,49.5,1265.65,0
Female,1,No,No,53,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0
Female,0,Yes,Yes,70,Yes,No,Two year,Yes,Mailed check,19.2,1401.4,0
Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Electronic check,94.95,178.1,1
Female,0,No,Yes,12,Yes,DSL,Month-to-month,Yes,Electronic check,44.55,480.6,1
Male,0,Yes,Yes,59,Yes,DSL,One year,No,Credit card (automatic),76.75,4541.9,0
Male,0,Yes,Yes,61,Yes,DSL,Two year,Yes,Bank transfer (automatic),81,4976.15,0
Female,0,Yes,Yes,13,Yes,No,Month-to-month,No,Mailed check,18.8,251.25,0
Female,0,Yes,Yes,64,Yes,No,One year,No,Mailed check,24.9,1595.5,0
Female,0,Yes,Yes,65,Yes,DSL,One year,No,Bank transfer (automatic),61.35,3874.1,0
Female,0,Yes,No,62,Yes,Fiber optic,Two year,No,Mailed check,113.95,6891.4,0
Female,0,Yes,No,25,Yes,DSL,Month-to-month,No,Electronic check,54.1,1373,0
Male,0,No,No,1,No,DSL,Month-to-month,No,Mailed check,29.7,29.7,1
Female,0,Yes,No,59,Yes,Fiber optic,Month-to-month,No,Electronic check,101.1,6039.9,1
Male,0,No,Yes,26,No,DSL,One year,Yes,Bank transfer (automatic),39.95,1023.75,0
Male,1,Yes,No,2,Yes,Fiber optic,Month-to-month,Yes,Mailed check,86.85,156.35,1
